de_name,dd_name,dd_l0,dd_l1,dd_l2,dd_l3,domain_path,dqr_published_indicator,dqr_target,dq_name,dq_qr_rule,dq_dimension,dq_target
security issuer identifier [financial security issuer],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___security issuer identifier [financial security issuer],false,0.95,GPB_1218024_CMP001_7960f532-4af7-495b-99bb-831e64605d00,Must not be blank,Completeness,0.95
security issuer identifier [financial security issuer],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___security issuer identifier [financial security issuer],false,0.95,GPB_237746_CMP001_7960f532-4af7-495b-99bb-831e64605d00,Must not be blank,Completeness,0.95
security issuer identifier [financial security issuer],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___security issuer identifier [financial security issuer],false,0.95,GPB_237734_CMP001_7960f532-4af7-495b-99bb-831e64605d00,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_243584_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_243585_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_714101_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_243053_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_243556_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_540662_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
territory code [individual residential address],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___territory code [individual residential address],true,0.985,GPB_243052_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
HSBC organisation unit entity identifier [HSBC organisation unit],HSBC Entity Data,Party Data,Organisation Data,HSBC Entity Data,,Party Data_Organisation Data_HSBC Entity Data__HSBC organisation unit entity identifier [HSBC organisation unit],true,0.985,GPB_1218024_CMP001_7ea8c260-4d98-4c24-8db4-3a6a6adbfdb4,Must not be blank,Completeness,0.95
market value [trade],Trade Data,Contract Data,Trade Data,,,Contract Data_Trade Data___market value [trade],true,0.975,GPB_237746_CMP001_7f035e9f-f77b-4287-afa9-cad8a3374f93,Must not be blank,Completeness,0.95
market value [trade],Trade Data,Contract Data,Trade Data,,,Contract Data_Trade Data___market value [trade],true,0.975,GPB_237734_CMP001_7f035e9f-f77b-4287-afa9-cad8a3374f93,Must not be blank,Completeness,0.95
market value [trade],Trade Data,Contract Data,Trade Data,,,Contract Data_Trade Data___market value [trade],true,0.975,GPB_1218024_CMP001_7f035e9f-f77b-4287-afa9-cad8a3374f93,Must not be blank,Completeness,0.95
coupon frequency type code [fixed income financial security],Financial Security Data,Product Data,Financial Security Data,,,Product Data_Financial Security Data___coupon frequency type code [fixed income financial security],true,0.98,GPB_1218024_CMP001_7f22ab52-f38a-4cdf-a376-8ed15f7639c0,Must not be blank,Completeness,0.95
original instruction currency code [electronic funds transfer],Payment Data,Event Data,Financial Data,Payment Data,,Event Data_Financial Data_Payment Data__original instruction currency code [electronic funds transfer],true,0.985,GPB_1218024_CMP001_802eabcd-3968-4f7f-852d-ca7237240a6f,Must not be blank,Completeness,0.95
cost or purchase price value [financial instrument],Contract Data,Contract Data,,,,Contract Data____cost or purchase price value [financial instrument],false,0.95,GPB_237734_CMP001_806efeb5-c4a9-4447-9d8d-2c56862a2b25,Must not be blank,Completeness,0.95
cost or purchase price value [financial instrument],Contract Data,Contract Data,,,,Contract Data____cost or purchase price value [financial instrument],false,0.95,GPB_1218024_CMP001_806efeb5-c4a9-4447-9d8d-2c56862a2b25,Must not be blank,Completeness,0.95
booking entity [financial instrument],Contract Data,Contract Data,,,,Contract Data____booking entity [financial instrument],true,0.975,GPB_1218024_CMP001_810d7e1f-c674-48bb-94f9-793d6200c36b,Must not be blank,Completeness,0.95
trust establishment country code [organisation registered address],Party Data,Party Data,,,,Party Data____trust establishment country code [organisation registered address],true,0.95,GPB_540662_CMP001_81af246f-ce95-47a5-8a54-c18723ba7df3,Must not be blank,Completeness,0.95
trust establishment country code [organisation registered address],Party Data,Party Data,,,,Party Data____trust establishment country code [organisation registered address],true,0.95,GPB_243053_CMP001_81af246f-ce95-47a5-8a54-c18723ba7df3,Must not be blank,Completeness,0.95
price [traded financial instrument price],Contract Data,Contract Data,,,,Contract Data____price [traded financial instrument price],true,0.975,GPB_1218024_CMP001_8491d4dc-9fdf-4fdb-8de5-47ca6f7e9d44,Must not be blank,Completeness,0.95
collateral type code [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___collateral type code [collateral],true,0.975,GPB_237734_CMP001_8587ed48-eac3-4475-9cfa-cb124f6a8a9d,Must not be blank,Accuracy,0.95
collateral type code [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___collateral type code [collateral],true,0.975,GPB_237746_CMP001_8587ed48-eac3-4475-9cfa-cb124f6a8a9d,Must not be blank,Completeness,0.95
collateral type code [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___collateral type code [collateral],true,0.975,GPB_1218024_CMP001_8587ed48-eac3-4475-9cfa-cb124f6a8a9d,Must not be blank,Completeness,0.95
customer assets under management [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___customer assets under management [customer],true,0.985,GPB_1218024_CMP001_85bc06e3-a59f-4e1c-8783-88d31e419924,Must not be blank,Completeness,0.95
contract start date [contract],Contract Data,Contract Data,,,,Contract Data____contract start date [contract],true,0.985,GPB_1218024_CMP001_863e5562-9089-49e6-b10f-1bf915a9cb3f,Return False if the value is empty,Completeness,
GCDU global customer identifier [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___GCDU global customer identifier [customer],true,0.985,GPB_243623_CMP001_86b0603b-14ff-4399-9e86-0c095912bae9,Must not be blank,Completeness,0.95
GCDU global customer identifier [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___GCDU global customer identifier [customer],true,0.985,GPB_1218024_CMP001_86b0603b-14ff-4399-9e86-0c095912bae9,Must not be blank,Completeness,0.95
GCDU global customer identifier [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___GCDU global customer identifier [customer],true,0.985,GPB_237734_CMP001_86b0603b-14ff-4399-9e86-0c095912bae9,Must not be blank,Completeness,0.95
GCDU global customer identifier [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___GCDU global customer identifier [customer],true,0.985,GPB_237746_CMP001_86b0603b-14ff-4399-9e86-0c095912bae9,Must not be blank,Completeness,0.95
assigned customer segment identifier [assigned customer segment],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___assigned customer segment identifier [assigned customer segment],true,0.985,GPB_1218024_CMP001_86c465da-6e08-4fae-90aa-1a98cc25e024,Must not be blank,Completeness,0.95
20 percent annual investments list country code [know your customer profile],Customer Profile Data,Party Data,Customer Data,Customer Profile Data,,Party Data_Customer Data_Customer Profile Data__20 percent annual investments list country code [know your customer profile],false,0.98,GPB_1218024_CMP001_88cb7f08-2e13-42c8-9811-12064ca41aa3,Must not be blank,Completeness,0.95
20 percent annual investments list country code [know your customer profile],Customer Profile Data,Party Data,Customer Data,Customer Profile Data,,Party Data_Customer Data_Customer Profile Data__20 percent annual investments list country code [know your customer profile],false,0.98,GPB_1218024_CMP001_a158e835-360a-4738-b820-6b060cdcdaa8,Must not be blank,Completeness,0.95
drawn down date [credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__drawn down date [credit instrument],true,0.975,GPB_237734_CMP001_8c289131-680d-4128-8344-91df824c8a01,Must not be blank,Completeness,0.95
drawn down date [credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__drawn down date [credit instrument],true,0.975,GPB_1218024_CMP001_8c289131-680d-4128-8344-91df824c8a01,Must not be blank,Completeness,0.95
drawn down date [credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__drawn down date [credit instrument],true,0.975,GPB_237746_CMP001_8c289131-680d-4128-8344-91df824c8a01,Must not be blank,Completeness,0.95
booked limit amount [credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__booked limit amount [credit instrument],true,0.985,GPB_1218024_CMP001_8e5e8e7f-5c6b-42b9-9ca0-88d33e2646cb,Must not be blank,Completeness,0.95
formation authority name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___formation authority name [organisation formation identity],true,0.95,GPB_1218024_CMP001_8f8c4715-7901-4f0e-8158-c9b43a5bf310,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_1218024_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_714101_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_243584_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_243052_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_243556_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_243053_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
special category customer type code [special category customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___special category customer type code [special category customer],true,0.985,GPB_243585_CMP001_915b6548-344f-4837-98ad-10c452fac13d,Must not be blank,Completeness,0.95
business system primary customer identifier [customer account],Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___business system primary customer identifier [customer account],true,0.985,GPB_1218024_CMP001_9224db3d-cdc2-46a2-98ba-df98504fb3ee,Must not be blank,Completeness,0.95
street name [organisation operating address],Party Data,Party Data,,,,Party Data____street name [organisation operating address],true,0.975,GPB_1218024_CMP001_9243b10e-d0ce-48c0-9a13-4b97cc0e428c,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_243556_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_243585_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_243584_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_243053_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_540662_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_243052_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
street name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__street name [individual residential address],true,0.985,GPB_714101_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [organisation operating address],Party Data,Party Data,,,,Party Data____city or town name [organisation operating address],true,0.95,GPB_1218024_CMP001_96d008bb-4faa-4432-9af5-8a2aa3880a7e,Must not be blank,Completeness,0.95
product [customer account],Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___product [customer account],true,0.985,GPB_1218024_CMP001_97fadf60-993e-4329-b335-bf6f4f7f95d3,Must not be blank,Completeness,0.95
customer segment code [customer segment],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___customer segment code [customer segment],true,0.985,GPB_1218024_CMP001_9c1da9b7-0e6c-4f81-b40c-41e80e7a5058,Must not be blank,Completeness,0.95
business system customer identifier [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___business system customer identifier [customer],true,0.985,GPB_1218024_CMP001_9de9c358-16dc-4be0-9f83-7bc7190b3d3b,Must not be blank,Completeness,0.95
primary country of risk [credit facility],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__primary country of risk [credit facility],true,0.975,GPB_1218024_CMP001_9ea2fe6d-3324-4b9f-8746-b216bed3d85d,Must not be blank,Completeness,0.95
ultimate parent company incorporation country code [organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___ultimate parent company incorporation country code [organisation],true,0.95,GPB_243584_CMP001_9ee9999f-3eff-497c-81cf-1553a5536392,Must not be blank,Completeness,0.95
ultimate parent company incorporation country code [organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___ultimate parent company incorporation country code [organisation],true,0.95,GPB_1218024_CMP001_9ee9999f-3eff-497c-81cf-1553a5536392,Must not be blank,Completeness,0.95
ultimate parent company incorporation country code [organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___ultimate parent company incorporation country code [organisation],true,0.95,GPB_243052_CMP001_9ee9999f-3eff-497c-81cf-1553a5536392,Must not be blank,Completeness,0.95
ultimate parent company incorporation country code [organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___ultimate parent company incorporation country code [organisation],true,0.95,GPB_540662_CMP001_9ee9999f-3eff-497c-81cf-1553a5536392,Must not be blank,Completeness,0.95
latest valuation amount [collateral] OBSOLETE - TO BE DELETED,Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___latest valuation amount [collateral] OBSOLETE - TO BE DELETED,true,0.975,GPB_1218024_CMP001_4a772abd-f407-4c22-8e0a-b6e3a06b6bfc,Must not be blank,Completeness,0.95
latest valuation amount [collateral] OBSOLETE - TO BE DELETED,Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___latest valuation amount [collateral] OBSOLETE - TO BE DELETED,true,0.975,GPB_1218024_CMP001_9f54cc69-a0ba-4126-82ee-0cd0420d1364,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_540662_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_243584_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_243585_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_243053_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_714101_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_243052_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
employment status code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment status code [individual],true,0.985,GPB_243556_CMP001_a0235402-b2d5-4b78-8fe9-6ece035f6d4c,Must not be blank,Completeness,0.95
asset management indicator [customer account portfolio],Portfolio Data,Account Data,Portfolio Data,,,Account Data_Portfolio Data___asset management indicator [customer account portfolio],false,0.98,GPB_1218024_CMP001_a06d7f95-e025-4d51-9cfe-39fd7042a587,Must not be blank,Completeness,0.95
street name [organisation principal business address],Party Data,Party Data,,,,Party Data____street name [organisation principal business address],true,0.95,GPB_1218024_CMP001_a167080f-29c7-42a8-9e3f-465c998f32da,Must not be blank,Completeness,0.95
credit facility identifier [credit facility],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__credit facility identifier [credit facility],true,0.975,GPB_1218024_CMP001_a198f661-4d88-43a9-99ed-da7502bffd76,Must not be blank,Completeness,0.95
amortisation method [fixed term instrument],Contract Data,Contract Data,,,,Contract Data____amortisation method [fixed term instrument],true,0.975,GPB_1218024_CMP001_a26b0191-6ccf-4081-b9b4-5cfc90c3cc35,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_243585_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_243052_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_540662_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_243556_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_243053_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_243584_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology legal entity structure code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology legal entity structure code [customer],true,0.985,GPB_714101_CMP001_a766e9f2-e078-4be0-9888-9867dcae89d6,Must not be blank,Completeness,0.95
transaction direction [account entry],Event Data,Event Data,,,,Event Data____transaction direction [account entry],true,0.985,GPB_1218024_CMP001_a9de379f-81f7-4e05-864a-9bc1e3768aa5,Must not be blank,Completeness,0.95
payment sender correspondent bank country code [monitored electronic funds transfer account entry],Event Data,Event Data,,,,Event Data____payment sender correspondent bank country code [monitored electronic funds transfer account entry],true,0.985,GPB_1218024_CMP001_1146387a-b84f-40a9-877f-4dd126b69975,Must not be blank,Completeness,0.95
owning master group [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___owning master group [customer],true,0.985,GPB_237734_CMP001_ab4bb488-8ef4-4c07-8cc6-351de20c0424,Must not be blank,Timeliness,0.95
owning master group [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___owning master group [customer],true,0.985,GPB_243588_CMP001_ab4bb488-8ef4-4c07-8cc6-351de20c0424,Must not be blank,Completeness,0.95
product type [product],Product Data,Product Data,,,,Product Data____product type [product],true,0.98,GPB_237746_CMP001_ad373d79-a338-4159-81e1-df1fdbacc90b,Must not be blank,Completeness,0.95
product type [product],Product Data,Product Data,,,,Product Data____product type [product],true,0.98,GPB_237734_CMP001_ad373d79-a338-4159-81e1-df1fdbacc90b,Must not be blank,Completeness,0.95
product type [product],Product Data,Product Data,,,,Product Data____product type [product],false,100.0,GPB_1218024_CMP001_ad373d79-a338-4159-81e1-df1fdbacc90b,Must not be blank,Completeness,0.95
product type [product],Product Data,Product Data,,,,Product Data____product type [product],true,0.98,GPB_237579_CMP001_ad373d79-a338-4159-81e1-df1fdbacc90b,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_243585_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_243584_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_714101_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_243052_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_243053_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_540662_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
organisation full legal name [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [organisation formation identity],true,0.95,GPB_243556_CMP001_ad4f17e1-62cc-455c-85ae-a24aeb9f0138,Must not be blank,Completeness,0.95
alert user evaluation comment text [client servicing alert],Alert Data,Event Data,Operational Data,Alert Data,,Event Data_Operational Data_Alert Data__alert user evaluation comment text [client servicing alert],false,0.98,GPB_1218024_CMP001_affcd325-2789-4a68-bd21-72a101b6c3be,Must not be blank,Completeness,0.95
currency type [currency],Financial Instrument Data,Contract Data,Financial Instrument Data,,,Contract Data_Financial Instrument Data___currency type [currency],false,0.95,GPB_237746_CMP001_b0b3e170-352f-4f37-a384-0ca25665453d,Must not be blank,Completeness,0.95
currency type [currency],Financial Instrument Data,Contract Data,Financial Instrument Data,,,Contract Data_Financial Instrument Data___currency type [currency],false,0.95,GPB_1218024_CMP001_b0b3e170-352f-4f37-a384-0ca25665453d,Must not be blank,Completeness,0.95
currency type [currency],Financial Instrument Data,Contract Data,Financial Instrument Data,,,Contract Data_Financial Instrument Data___currency type [currency],false,0.95,GPB_917511_CMP001_b0b3e170-352f-4f37-a384-0ca25665453d,Must not be blank,Completeness,0.95
property identifier [postal address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__property identifier [postal address],true,0.985,GPB_237734_CMP001_b567fae9-613a-4abf-9f11-1e4e7ee682ea,Must not be blank,Completeness,0.95
property identifier [postal address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__property identifier [postal address],true,0.985,GPB_237746_CMP001_b567fae9-613a-4abf-9f11-1e4e7ee682ea,Must not be blank,Completeness,0.95
property identifier [postal address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__property identifier [postal address],true,0.985,GPB_1218024_CMP001_b567fae9-613a-4abf-9f11-1e4e7ee682ea,Must not be blank,Completeness,0.95
transaction lifecycle status [transaction],Transaction Data,Event Data,Financial Data,Transaction Data,,Event Data_Financial Data_Transaction Data__transaction lifecycle status [transaction],true,0.985,GPB_1218024_CMP001_b650dc32-4bcf-4907-86b8-a8e9521319f9,Must not be blank,Completeness,0.95
denomination currency [financial security],Financial Security Data,Product Data,Financial Security Data,,,Product Data_Financial Security Data___denomination currency [financial security],true,0.99,GPB_1218024_CMP001_b6e6fcfd-6495-4e8c-a1c6-1a1a3dd40637,Must not be blank,Completeness,0.95
property identifier [organisation registered address],Party Data,Party Data,,,,Party Data____property identifier [organisation registered address],true,0.95,GPB_1218024_CMP001_b836432a-c825-4af5-aa8c-588351adfa76,Must not be blank,Completeness,0.95
product identifier [product],Product Data,Product Data,,,,Product Data____product identifier [product],true,0.985,GPB_1218024_CMP001_b8ac462d-2b54-4809-a04d-7b7a6cb3b23c,Must not be blank,Completeness,0.95
customer account expected debit transaction amount [projected cash transaction],Assessment Data,Event Data,Financial Data,Assessment Data,,Event Data_Financial Data_Assessment Data__customer account expected debit transaction amount [projected cash transaction],true,0.985,GPB_1218024_CMP001_4413f88e-2eae-4e95-8937-a75c8faa9f50,Must not be blank,Completeness,0.95
financial transaction originator [financial transaction originator in financial transaction],Party Data,Party Data,,,,Party Data____financial transaction originator [financial transaction originator in financial transaction],true,0.985,GPB_1218024_CMP001_bc483530-87a5-432b-8af4-7079b2ca7fcb,Must not be blank,Completeness,0.95
organisation full legal name [ultimate parent organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [ultimate parent organisation],true,0.95,GPB_243053_CMP001_bd7665dd-045b-493e-aa56-a323a7e41f3d,Must not be blank,Completeness,0.95
organisation full legal name [ultimate parent organisation],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation full legal name [ultimate parent organisation],true,0.95,GPB_243052_CMP001_bd7665dd-045b-493e-aa56-a323a7e41f3d,Must not be blank,Completeness,0.95
